Filename,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Entropy,max_prob,sum_avg,sum_var,sum_entropy,diff_avg,diff_var,diff_entropy,auto_corr,cluster_tendency,cluster_shade,cluster_prominence,max_corr_coeff, steatosis
202_1_18_11_jpg.rf.d1a6c11a2b1c00c932f93fe650965eac.jpg,1122.973041,20.04302783,0.190779978,0.06620123,0.924084787,0.004382603,0.04589935,1,1,8.702888842,2,10,2271913.411,1,1,-1,1,0.045884091,1
202_7_10_18_jpg.rf.c8b4a569f61aa13f2b038d662323a2ba.jpg,1260.266016,23.58795311,0.101431321,0.023848286,0.868776688,0.000568741,0.015292276,1,1,9.727033438,2,10,2176935.01,1,1,-1,1,0.015277017,1
102_1_3_61_jpg.rf.39ea4cf296518310e4501dfaf587af62.jpg,1218.667939,25.28658942,0.05840902,0.010107978,0.728044967,0.000102171,0.002229654,1,1,9.711125756,2,10,2283499.99,1,1,-1,1,0.002214396,1
18_229_Masson_201_89_31_jpg.rf.9594b93906cc3c6d6aac96cb73bc26f2.jpg,905.7783746,17.52748218,0.379686519,0.327348746,0.925125721,0.107157202,0.327049762,1,1,7.196716031,2,10,2282252.144,1,1,-1,1,0.327034503,0
18_236_401_97_15_jpg.rf.7b1cc7ab5c8f18e4c9df65a17f410b52.jpg,1699.762609,28.46357668,0.057127529,0.010072032,0.780434592,0.000101446,0.000664392,1,1,9.886717422,2,10,2112773.959,1,1,-1,1,0.000649133,0
201_1_13_34_jpg.rf.5080ff50b46260cf60698a946fdb767d.jpg,876.6011621,19.24382059,0.193667064,0.085737047,0.919840882,0.007350841,0.071484071,1,1,8.803131599,2,10,2319017.265,1,1,-1,1,0.071468813,1
208_7_8_10_jpg.rf.de201b7a8b4351f317f5d261e59e6678.jpg,722.3298312,15.32002297,0.214132365,0.073665401,0.951789714,0.005426591,0.060515974,1,1,8.402556934,2,10,2372179.317,1,1,-1,1,0.060500715,1
207_2_8_35_jpg.rf.853ac32174402453fdcbb1448db0f0ed.jpg,665.8924698,15.76999651,0.214184741,0.078010393,0.944592032,0.006085621,0.060437147,1,1,8.564695685,2,10,2360160.974,1,1,-1,1,0.060421889,1
201_2_10_15_jpg.rf.08ae094c061a7f24a47c3cc2ff4ee5c8.jpg,1004.229598,22.26610587,0.101368728,0.029547012,0.869333143,0.000873026,0.02340011,1,1,9.415154454,2,10,2305499.237,1,1,-1,1,0.023384852,1
201_9_8_60_jpg.rf.b014a3711b8f38739e1b6b39bf207374.jpg,877.1913561,18.65743274,0.196397046,0.078470926,0.922542109,0.006157686,0.055065707,1,1,8.734372892,2,10,2320345.123,1,1,-1,1,0.055050448,1
18_217_209_34_33_jpg.rf.e082a91ba8846bb58f7edf600c58380f.jpg,716.6535365,15.83984775,0.236125424,0.097372413,0.948406659,0.009481387,0.086393478,1,1,8.432170974,2,10,2356556.018,1,1,-1,1,0.086378219,0
16_256_205_15_10_jpg.rf.510fa00916f6d56aea47bd6b1484da2a.jpg,1974.696947,31.95685957,0.041606567,0.010737591,0.372822604,0.000115296,0.000422283,1,1,9.577977762,2,10,2288364.189,1,1,-1,1,0.000407024,0
17_209_102_8_14_jpg.rf.751e1f3722d2961ace368b8d4071c49f.jpg,822.7757959,19.64594665,0.102536551,0.02455814,0.863038703,0.000603102,0.018422801,1,1,9.045730112,2,10,2424040.385,1,1,-1,1,0.018407542,0
206_4_15_29_jpg.rf.99092f0accb0df379c42d37536378d7c.jpg,1083.920408,20.01824263,0.232744872,0.081843268,0.906492639,0.006698321,0.056833666,1,1,8.591870015,2,10,2253570.126,1,1,-1,1,0.056818407,1
201_8_14_5_jpg.rf.ecddcf386127a53e338613f745d7478c.jpg,975.6705967,21.29362747,0.135108659,0.056357355,0.875408369,0.003176152,0.051743747,1,1,9.412292048,2,10,2249582.434,1,1,-1,1,0.051728489,1
207_0_10_57_jpg.rf.e60f1adf82206d3361e529ebae9d1912.jpg,560.191998,13.11719199,0.257992494,0.104583971,0.962824622,0.010937807,0.09397205,1,1,8.076329302,2,10,2436601.245,1,1,-1,1,0.093956792,1
202_4_9_43_jpg.rf.6664994bb217692d280dfe2365c1ee48.jpg,1000.859532,17.67054041,0.280426077,0.114012825,0.926608587,0.012998924,0.080808081,1,1,7.999059717,2,10,2299069.437,1,1,-1,1,0.080792822,1
102_1_4_62_jpg.rf.d44f4932c137cc88fb89aa7defed4f8d.jpg,1464.018625,26.56495839,0.066880653,0.012321565,0.788354181,0.000151821,0.005168744,1,1,9.652917905,2,10,2212899.678,1,1,-1,1,0.005153486,1
17_209_102_8_31_jpg.rf.9275580a2a76176c14c1fa51e70c5f3c.jpg,1216.667973,23.87435109,0.068365506,0.014059932,0.744806129,0.000197682,0.000833305,1,1,9.29007351,2,10,2312338.242,1,1,-1,1,0.000818046,0
301_10_17_6_jpg.rf.5651b0b258443b217905d0d68bad5bbd.jpg,1095.788813,21.21977861,0.186846157,0.076610432,0.893804931,0.005869158,0.065346891,1,1,8.997547397,2,10,2225719.844,1,1,-1,1,0.065331633,1
15_242_208_23_13_jpg.rf.ddfb5f9eacd535481b55a4099c11e476.jpg,1738.197065,28.67939146,0.064569965,0.013533211,0.629585915,0.000183148,0.00575431,1,1,9.590902469,2,10,2243108.385,1,1,-1,1,0.005739051,0
207_2_19_8_jpg.rf.6838b11133cf39fa6afe1c92c17ca6af.jpg,887.7757621,17.67110345,0.218675542,0.074853932,0.935214053,0.005603111,0.05049379,1,1,8.494785578,2,10,2312566.581,1,1,-1,1,0.050478531,1
202_2_10_56_jpg.rf.60e31eb94da7f0c26b611ee0f2aaa60a.jpg,759.1652196,19.18832697,0.098173439,0.02188033,0.89073721,0.000478749,0.013817101,1,1,9.294792202,2,10,2376936.125,1,1,-1,1,0.013801842,1
201_7_4_55_jpg.rf.67b16fde82669fdc9f169f87b0706ff5.jpg,649.570555,16.79330653,0.170949873,0.064431899,0.91243918,0.00415147,0.046879047,1,1,8.953401985,2,10,2381807.924,1,1,-1,1,0.046863788,1
201_2_20_47_jpg.rf.aff4a5a4383b62bce35c68fd6d518fb7.jpg,770.4367307,17.29280542,0.236112151,0.12774023,0.934931084,0.016317566,0.121167078,1,1,8.425908342,2,10,2336000.008,1,1,-1,1,0.121151819,1
208_5_21_61_jpg.rf.903f1fc91a9ad68ca1c92a336755f58e.jpg,725.3221513,16.68503316,0.183762255,0.067182501,0.945532655,0.004513488,0.05855658,1,1,8.812938594,2,10,2335462.39,1,1,-1,1,0.058541322,1
201_2_15_32_jpg.rf.514e20b338165b28231ef9e459e3014c.jpg,896.1413466,18.7822033,0.228002569,0.109086379,0.923057741,0.011899838,0.095098139,1,1,8.59378706,2,10,2295058.257,1,1,-1,1,0.09508288,1
301_0_9_12_jpg.rf.8c9c0eb1e7e374106068090bff890d86.jpg,1116.075189,19.96348096,0.202014185,0.066605861,0.925730287,0.004436341,0.043658435,1,1,8.60866748,2,10,2281674.17,1,1,-1,1,0.043643176,1
16_224_101_111_44_jpg.rf.5c2c3478c6714dedcde64a9c32ab3307.jpg,979.9867459,21.15308041,0.063030225,0.013140782,0.762773853,0.00017268,0.000568674,1,1,9.256854734,2,10,2360567.735,1,1,-1,1,0.000553416,0
301_11_18_10_jpg.rf.b7fa4da009a5fe34c5bce578c7b03b6f.jpg,754.3005191,18.0491087,0.089818165,0.013239832,0.864019693,0.000175293,0.006148441,1,1,9.510503808,2,10,2328225.02,1,1,-1,1,0.006133182,1
18_217_217_53_9_jpg.rf.31488e26c1d16ee4bc97f93ddbdf3f78.jpg,1120.347083,20.5807011,0.208096524,0.075511466,0.919962858,0.005701982,0.054153576,1,1,8.790474162,2,10,2229091.649,1,1,-1,1,0.054138317,0
201_9_3_55_jpg.rf.1a57b39c34ab1d109971beb475fd5f8a.jpg,1105.903618,20.47127912,0.112256418,0.019983197,0.90946041,0.000399328,0.007589834,1,1,9.015616516,2,10,2308253.344,1,1,-1,1,0.007574575,1
206_2_16_15_jpg.rf.8ce977da91b5807bc99df189f489c643.jpg,1034.901546,21.6604394,0.112090831,0.026326982,0.883016964,0.00069311,0.013073883,1,1,9.538458375,2,10,2250665.743,1,1,-1,1,0.013058624,1
18_229_Masson_201_43_51_jpg.rf.11bfafc621d0f1f5554edf3e3909e0e2.jpg,847.381406,20.14894767,0.070486252,0.012394412,0.850428973,0.000153621,0.000619348,1,1,9.43449386,2,10,2319840.037,1,1,-1,1,0.00060409,0
15_242_208_25_18_jpg.rf.72704a55e49fdc0c28532863435b9c06.jpg,1505.974539,25.92582458,0.122178475,0.047560361,0.788996514,0.002261988,0.039998649,1,1,9.262513856,2,10,2280525.825,1,1,-1,1,0.03998339,0
18_211_Masson_205_111_30_jpg.rf.879edd36bfd797d0b8c5aecf2fb44cd6.jpg,701.4824499,15.07280159,0.334787905,0.194776905,0.892033633,0.037938043,0.185950925,1,1,7.590834803,2,10,2383165.792,1,1,-1,1,0.185935666,0
201_6_18_37_jpg.rf.fa073428159cc66c89d3679ffac256f3.jpg,470.3314978,13.10169701,0.204895452,0.03154835,0.957036116,0.000995298,0.020123194,1,1,8.868127597,2,10,2434720.812,1,1,-1,1,0.020107935,1
